"1e+05" "10000" "1000" "200" "100" "50"
"1" 0.47101114708919 0.448200231130787 0.361988352264694 0.209244397093977 0.15271649958431 0.112984579415152
"2" 0.316109156331099 0.313315801673767 0.284408841006275 0.192381976385321 0.1472350540981 0.111434827455167
"3" 0.323532700725263 0.320489641781624 0.290200285523511 0.195989781169115 0.149392258722949 0.113427136564987
"4" 0.311436740099916 0.309113137323392 0.285552807241709 0.200077593352997 0.152832288421722 0.115224576521277
"5" 0.314125037529735 0.311890616890339 0.288057132446013 0.20117780307088 0.153783961326618 0.11495912913621
"6" 0.320423926378951 0.317959313340151 0.293087287357537 0.203634920902906 0.155282199215933 0.115781078052277
"7" 0.232212625488378 0.232055963808364 0.227046944055733 0.186931450212087 0.151895434258976 0.117832416260701
"8" 0.321999843945069 0.319906686726556 0.298725289309558 0.214421262143672 0.163302628222269 0.120946239226142
"9" 0.326719711911695 0.324523740956969 0.303406986763981 0.217441045995797 0.165140922782335 0.122506492040194
"10" 0.60084055201044 0.575528499526847 0.472104789531922 0.265002754449279 0.185525746036482 0.131247470877423
"11" 0.474215267416105 0.469357738956791 0.418508220038185 0.258019426498584 0.183737117007881 0.128930307941653
"12" 0.478660477607103 0.473701431492843 0.42259906709098 0.258897608017396 0.18541878240419 0.131489237362423
"13" 0.472143547699446 0.468302660548239 0.42860207248834 0.278196715422427 0.197187733324861 0.136198324156604
"14" 0.48428107663693 0.480274073306893 0.439469701449713 0.282178950875504 0.198827317500691 0.135925793792365
"15" 0.485693162451703 0.481689986438531 0.440374131691374 0.28187164930733 0.197045683816112 0.135438001742119
"16" 0.393909302548841 0.393524791114224 0.381195766147764 0.2846652235906 0.208856589840099 0.145098329417424
"17" 0.496842026139492 0.493522264909005 0.458431516117484 0.307918552661013 0.21559049849448 0.144487882736814
"18" 0.499691309952955 0.496384572665556 0.460903078133183 0.309430116668374 0.216190375908182 0.14526675659812
"19" 0.668150639383289 0.644538708833108 0.541235467064383 0.307468881976864 0.212412225750998 0.140122724173632
"20" 0.589848770436234 0.583807456786296 0.518953311228605 0.305854108956602 0.211280890398038 0.142345939430466
"21" 0.593178984827976 0.587118100227861 0.521593259390839 0.307881497579933 0.211432861620121 0.1461328125
"22" 0.579043637313823 0.574853665762389 0.528601443133456 0.335202302817541 0.227808476978099 0.150259067357513
"23" 0.607051565009709 0.602361816897198 0.55137088676483 0.341794265056834 0.229567809669197 0.152276123482888
"24" 0.609188737143595 0.604452940667602 0.553774408119838 0.342863018640199 0.232380677096506 0.153412648716343
"25" 0.519371216735019 0.518772547633519 0.501283082303011 0.357291608859343 0.247045223043218 0.160380025318634
