"1e+05" "10000" "1000" "200" "100" "50"
"26" 0.623825927022772 0.619955404103074 0.578200534806089 0.377859941018531 0.251421110652633 0.158935704161835
"27" 0.624826665377218 0.621007185175848 0.579442471547445 0.378761467755068 0.252482216953171 0.165072792401985
"28" 0.665378594197505 0.656968064592379 0.627228994389491 0.556678529126448 0.484696317176528 0.377719582640752
"29" 0.60043356402962 0.599385932364635 0.589459324547635 0.542256818095052 0.48104261060386 0.379646793364643
"30" 0.612538319028147 0.611467800417247 0.601014330577916 0.553082101773043 0.489874011433242 0.385599265119646
"31" 0.58177457457938 0.581147867756211 0.57461587291253 0.543249495904979 0.498654989502796 0.410160093541104
"32" 0.623143136423042 0.622409068261086 0.614770947377785 0.578602756674475 0.527465214761041 0.427453504438326
"33" 0.631599202974568 0.630861379426162 0.623167194992833 0.586165059121519 0.533888639813744 0.432143362009774
"34" 0.52883358650076 0.528797775024227 0.527766808520874 0.516206539295223 0.492678598159123 0.429822715588157
"35" 0.642008500715644 0.641418829117371 0.635311149684234 0.605910693076894 0.563618583809458 0.471412573353379
"36" 0.649209597721279 0.648617105642777 0.642485839037054 0.61273488431548 0.569755939896892 0.476654424040067
"37" 0.72738289269302 0.722956206621215 0.706648702084209 0.6572790168423 0.589600018393483 0.465465332300195
"38" 0.728834052832661 0.727923722666626 0.718564917853406 0.671175742228594 0.600345314407814 0.471277558382722
"39" 0.734067358010528 0.73314480059515 0.723742421541842 0.676175611155637 0.604648831816684 0.473878658607391
"40" 0.68603354525389 0.685704760541299 0.682281561995557 0.660659621936667 0.618865587676001 0.515116480916275
"41" 0.745503679287055 0.744917738691638 0.738880081918843 0.706561318206375 0.652712579047057 0.529820551252219
"42" 0.750202504609837 0.749644311032526 0.743576290908916 0.711292298020854 0.657022351258045 0.53387664927892
"43" 0.659545319090638 0.659528635960434 0.658977857109945 0.651012916829396 0.62878654844786 0.551771133944442
"44" 0.757377140656998 0.756975193474356 0.752814929272877 0.729961133959281 0.690160090371757 0.583490394403856
"45" 0.760933621444006 0.760540469836699 0.756453041551209 0.73373841743718 0.693501293784251 0.586284702151905
"46" 0.757558810795209 0.756395447784566 0.750871017342076 0.720757278571981 0.660060077201344 0.524322784482312
"47" 0.781000294993161 0.780458166966512 0.774648462551424 0.738736582637642 0.671832125058122 0.528408521617153
"48" 0.784073818791076 0.783519435996088 0.777744308803149 0.741885588333291 0.674880355233945 0.530819275501748
"49" 0.734836757388118 0.734783978555389 0.734000174551758 0.72383833860158 0.691674536275984 0.582497062899418
"50" 0.788331843917463 0.788078896122994 0.785295553703818 0.765715556975311 0.721568825056313 0.594552101593886
"51" 0.790520958725657 0.790278661984983 0.787514191507467 0.767891157084062 0.723593832195829 0.5961649742963
"52" 0.720015 0.72001388005552 0.719921733937401 0.717054541669488 0.702339639657844 0.625826105798564
"53" 0.79261641827659 0.792495889596749 0.791141366323675 0.78040389685109 0.752316680218756 0.649621643365666
"54" 0.794263705662773 0.794134897360704 0.792772290374971 0.781979611969747 0.753937519271811 0.65081718232097
"55" 0.710245862950637 0.707577297802408 0.698457406226811 0.676957596100986 0.653583212067947 0.603366934706048
"56" 0.71527557020749 0.714909449672634 0.71124511919441 0.694318708707198 0.6712010413315 0.618180022376355
"57" 0.727362664123222 0.727016081409038 0.723329986871573 0.706167641751873 0.682658068630751 0.628293581418581
"58" 0.669308772350894 0.66919530180059 0.667958971578329 0.661556065478469 0.651340220533811 0.623414805288596
"59" 0.737288718398823 0.737054251628062 0.734762853501446 0.723766148928634 0.70803047359469 0.669164530046315
"60" 0.746559395152738 0.746327933366847 0.744004915422019 0.732875282187837 0.716949626804969 0.677819641369661
"61" 0.643867643867644 0.643865150921207 0.643757564845102 0.642250974404307 0.638608305274972 0.625301443139301
"62" 0.752595230807758 0.752442311119031 0.750887298767812 0.743167189104938 0.732009982398187 0.703878379476603
"63" 0.759028812993659 0.758872961609406 0.75729349795456 0.749698113338364 0.738492519096134 0.710039867091844
"64" 0.759136591594056 0.758819727976354 0.757417326326079 0.751315399341086 0.739854751380618 0.702435423438624
"65" 0.787375814148933 0.787231574521148 0.785706834900091 0.77727810856169 0.762785020894123 0.718995829697773
"66" 0.792389222982414 0.792230944049787 0.790664058912425 0.782269261038291 0.76753816145852 0.723583968889486
"67" 0.742395196766377 0.742387468336328 0.742302424989971 0.741295695776922 0.738195562385157 0.722315013796532
"68" 0.794683289398455 0.79463549178876 0.794080453704004 0.790567566591142 0.783682729694835 0.759070444993922
"69" 0.798024920251955 0.797972374488159 0.797396263727785 0.793914523277475 0.786919691569846 0.761961594003986
"70" 0.733119 0.733119 0.733115797389569 0.732976676568611 0.73229956898065 0.726810128448181
"71" 0.798767437118904 0.798744393717951 0.798527649065225 0.797077861243985 0.793792904706524 0.780345001880373
"72" 0.801941983542955 0.801920896123554 0.80170638511815 0.800264351983146 0.797013299955636 0.783490360428513
"73" 0.781790599696597 0.781783616695518 0.78171900274193 0.780785049658329 0.776873845159615 0.7531168671908
"74" 0.802614977288931 0.802597582079508 0.802400882161295 0.800544590221661 0.794909625140983 0.766505352411739
"75" 0.805033946846648 0.805017350418363 0.804816994315846 0.802996283483306 0.797323617436565 0.768709139501933
"76" 0.773408 0.773408 0.773406413844897 0.773357232019973 0.772876075769452 0.766686921326097
"77" 0.804325344993469 0.804322996573527 0.80430048802347 0.804026251367259 0.802756668367069 0.792145238583622
"78" 0.807032194637994 0.807030264722561 0.807012893746368 0.806724658818627 0.805420505140656 0.79491594096247
"79" 0.769708 0.769708 0.769708 0.769706848534243 0.769669534812314 0.768451999714449
"80" 0.806679326907211 0.806679326907211 0.806676813658037 0.806638140048491 0.806397242329679 0.803058983177936
"81" 0.808962134432016 0.808962134432016 0.808959459824335 0.808921816330491 0.808662495405236 0.805328699976561
"82" 0.520119534335451 0.495842230308863 0.401032001490697 0.227063290342526 0.162377957967897 0.118372263397051
"83" 0.366621398519465 0.363052839040692 0.327530437634658 0.21510083743017 0.16020981080563 0.119318400270671
"84" 0.375077242143844 0.371391223155929 0.334111469405404 0.216368028265494 0.160337835573281 0.118473798209032
"85" 0.36137688155637 0.358548605262999 0.329340725961089 0.223394142584449 0.165676625744975 0.120902575806805
"86" 0.363461191481881 0.360694280848731 0.33155844029655 0.224429681995536 0.166792341299463 0.12195197540506
"87" 0.371566620374342 0.368733129784504 0.338352068153247 0.227397869628988 0.169435499515034 0.122738901235206
"88" 0.276350592557703 0.276118947609554 0.26919076136903 0.213971470765555 0.168169462954329 0.125644122383253
"89" 0.373059131767398 0.370546416647052 0.344718996095372 0.24126537288937 0.177951644617398 0.128379269418436
"90" 0.378067201722364 0.375521918393319 0.349022271492308 0.243722122616757 0.179464906786084 0.129041887500211
"91" 0.655708838993215 0.630098493434141 0.520424893000138 0.287417123051741 0.197531650531102 0.136402728351127
"92" 0.541903928760205 0.536197947704079 0.475991781588858 0.283481569518635 0.19761232030304 0.135447622585438
"93" 0.546644299184358 0.540820822416064 0.480490411620093 0.286998443006541 0.199412651797762 0.136762466462014
"94" 0.537751241191544 0.533391263053132 0.486789668224746 0.306526218982577 0.211425493843147 0.14212792964323
"95" 0.54897491548398 0.544434551763059 0.496470079561141 0.310228617308993 0.211045769936837 0.139729799844346
"96" 0.553402882275119 0.548886232040772 0.500811635168299 0.311438564996866 0.21367640446592 0.143312622629169
"97" 0.461815007190187 0.46127573017489 0.445168520328422 0.320421198322962 0.22643970204023 0.151049676553155
"98" 0.564770529409119 0.560990733144039 0.520717887120176 0.34239143943725 0.234439466695281 0.154160179899671
"99" 0.566274174142044 0.562536326408518 0.5225327054331 0.341612260497989 0.231545782594002 0.153937188681245
"100" 0.727098574271828 0.704082263158072 0.598113449496075 0.333345269384744 0.224418538093148 0.148218142548596
"101" 0.661378608147782 0.654490207603875 0.580863795248534 0.333257433344807 0.221909556265732 0.151229508196721
"102" 0.664808592905919 0.657919798911813 0.584455253241256 0.334449466449146 0.223690257352941 0.144747899159664
"103" 0.651042949700083 0.646385023785943 0.594560097921495 0.36584701018176 0.241332872516655 0.154012910685037
"104" 0.678104766918251 0.67299481406419 0.616870638615452 0.372367853791728 0.241830822711472 0.157262171521695
"105" 0.68030953966627 0.675202007032112 0.619214230335776 0.373639928880722 0.244875665135729 0.158287550533845
"106" 0.599268963448172 0.598598991666675 0.577025020029324 0.397015584666565 0.264736040132194 0.169030419510902
"107" 0.695417197660615 0.69149234983715 0.646211391882795 0.414608807708736 0.269844244749795 0.161484918793503
"108" 0.697414586224641 0.693383518287644 0.648312472587421 0.415639731129605 0.270693755118553 0.164215456674473
"109" 0.724800649913696 0.716731346302626 0.687705185621143 0.614731255841262 0.536025365167377 0.41432207604763
"110" 0.670697088873264 0.66961090958987 0.658327284370389 0.605295126482778 0.534251851333135 0.415620289550251
"111" 0.682211521624934 0.681073975992113 0.669683076738273 0.615759051450349 0.542997405646594 0.421737460968347
"112" 0.654059704030447 0.65333639376994 0.646288968818809 0.611283444938218 0.560076408056743 0.454675696577547
"113" 0.692576096868041 0.691780736723614 0.683543253037051 0.643661797140839 0.58548344515172 0.470039697400944
"114" 0.701450430693545 0.700623024858785 0.692450623576064 0.652223635430744 0.59297193947847 0.474359466376966
"115" 0.607718430873723 0.6076748826115 0.60633429672447 0.592145674735448 0.562405432788656 0.482804401249604
"116" 0.712125650805621 0.711488819897443 0.705107558830521 0.673638970365791 0.626307401323226 0.520092727888646
"117" 0.718474627552771 0.717843955167035 0.711297276112091 0.679454276629728 0.631746573071494 0.523420919591555
"118" 0.794662431301366 0.790836252324065 0.775975786994201 0.725696516843184 0.649694308299149 0.505892338224947
"119" 0.7982096604696 0.797315951609569 0.787906761748506 0.738305126342775 0.658913635211531 0.508967630848321
"120" 0.802812918646206 0.801918998470457 0.792550842940141 0.742841360066488 0.662471339629303 0.511943702738271
"121" 0.764813134914721 0.764510717987492 0.761051722385936 0.737479513961765 0.688785339785443 0.562395358546275
"122" 0.815304740036275 0.814759662247067 0.80890062187804 0.775994705696063 0.717067986112615 0.575214147465289
"123" 0.818705227999892 0.818143385590981 0.812311611688893 0.779593544649885 0.72057014280789 0.578176527005899
"124" 0.746487239461718 0.746463660511409 0.745809310859996 0.736236296121348 0.708500030491629 0.610478292132603
"125" 0.828308898635728 0.82794646393005 0.824091399866409 0.801460526791385 0.758649738629684 0.637329402830806
"126" 0.829652768012785 0.829290414648003 0.825473159699474 0.802731040579189 0.759769008055403 0.636454711375778
"127" 0.832094621353169 0.831147435199413 0.826163769569162 0.794120793255191 0.723292576657045 0.561932035609606
"128" 0.850428990403993 0.849921590476416 0.844424003211132 0.807724751623681 0.7320353975252 0.566524482267125
"129" 0.853601302684375 0.853102428267943 0.84764863704059 0.811068847523152 0.735148027439429 0.568950304015572
"130" 0.819325844494423 0.819278313597689 0.818502735468264 0.806723543098607 0.766840616452411 0.631374451000997
"131" 0.86035593202873 0.860151147226646 0.857669515825118 0.837995999842193 0.788310498539088 0.638635828383233
"132" 0.861746877116238 0.861538509182764 0.85904925237151 0.839340833875332 0.789526045478596 0.638782548649869
"133" 0.809908 0.809906289156602 0.809807007520994 0.80605251800543 0.785922851100098 0.684005321208543
"134" 0.865501613003005 0.865403878688728 0.86421655402742 0.853377452839263 0.821849006465613 0.699798595159626
"135" 0.867579945714277 0.867480515421761 0.866302156859333 0.855517880355118 0.82411493973627 0.702487681836231
"136" 0.776236700376967 0.773816767760293 0.765467821411944 0.744625382508522 0.720079103460588 0.663758953951109
"137" 0.783748556155564 0.783366484525633 0.779678992410786 0.762050852778068 0.737334520208709 0.678168609664892
"138" 0.794731784250882 0.794379598103673 0.790701402183875 0.773159810467974 0.748309831348451 0.687930887570298
"139" 0.747365336650872 0.747242235987557 0.745985699447063 0.739254878281648 0.727953624212245 0.695520059229319
"140" 0.804585335002736 0.804370985942476 0.802071132847264 0.790905254431132 0.774464979038195 0.732307347741925
"141" 0.811988729321941 0.811771801760917 0.809504300064702 0.798379971833204 0.78193178838559 0.739158781286046
"142" 0.72966172966173 0.729656863480406 0.729523245424903 0.727781240591245 0.723384770599208 0.706515437413281
"143" 0.820179402141251 0.820038403450073 0.818553218632052 0.811091378243988 0.799838955440209 0.769843440602875
"144" 0.826774675478536 0.82663196017809 0.825188429941332 0.817829049270235 0.806571782055232 0.776511269388775
"145" 0.836195250818048 0.835923028811072 0.834723302000141 0.828636841377982 0.815965066719732 0.771497182449076
"146" 0.857624056228889 0.857487935215291 0.85606124011868 0.847906689837231 0.832713415635058 0.783633110940732
"147" 0.861960890696475 0.86182970269119 0.860470689938471 0.852343232568906 0.837266445404954 0.787906694181404
"148" 0.825916651833304 0.825912647816195 0.825828520888611 0.824713306274185 0.82078130919633 0.800273500426555
"149" 0.866854741520188 0.866810401546668 0.866319075809282 0.86303656986663 0.855892460918077 0.828048857087523
"150" 0.869267909604177 0.869223706202312 0.86872801878711 0.865422379459677 0.858203188457975 0.830115708053196
"151" 0.822738 0.822738 0.822733036525023 0.82257832048844 0.821618298056903 0.813534271188259
"152" 0.87190837916116 0.871891268080388 0.871696420218668 0.870321775811251 0.86685970832894 0.851504827464149
"153" 0.875016195206219 0.874999246632447 0.874820693886994 0.873461381632265 0.87008195437699 0.854651122040115
"154" 0.863789139571931 0.863782737226131 0.863724270962668 0.862602688874901 0.857504979746242 0.825631623791281
"155" 0.879429129915803 0.879416934147209 0.879248840416197 0.877321166388339 0.870647829823808 0.834840082681366
"156" 0.881063991932536 0.881052199343001 0.880883392757744 0.878933215358959 0.872173418890441 0.83607089491681
"157" 0.861473 0.861473 0.861471891775134 0.861398848383885 0.860635278660025 0.850266957335511
"158" 0.88372286076628 0.883721697801835 0.883704832202815 0.883393161801654 0.881703821510228 0.866950497659254
"159" 0.885378411463959 0.885377608998087 0.885361442649713 0.885051107453534 0.883377005306781 0.86858308912019
"160" 0.860313 0.860313 0.860313 0.86030992681839 0.860230396164133 0.857645576896031
"161" 0.888114881148812 0.888114769262462 0.888112755269903 0.888072572157997 0.887695757524657 0.882456348660119
"162" 0.889449894498945 0.889449783947623 0.889448015096408 0.8894031115473 0.889038890439091 0.883721492914453
